Date,Close,High,Low,Open,Volume,Symbol
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
2020-05-07,674.138671875,677.1359713581347,646.4251935136327,650.8987159981552,50026966,RELIANCE
2020-05-08,698.676025390625,706.7730639573823,687.6263616828003,691.1604694861131,84262770,RELIANCE
2020-05-11,705.3863525390625,722.475230772329,703.3732613494101,706.817841580586,67085063,RELIANCE
2020-05-12,661.7470092773438,701.6062261496023,655.3722604271993,700.0180784316636,100683202,RELIANCE
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,RELIANCE
2020-05-14,648.4657592773438,675.9000855316069,645.8013667337839,663.3909205122524,49266771,RELIANCE
2020-05-15,659.0557250976562,662.352366946693,639.0501134333077,652.1011647623593,62152260,RELIANCE
2020-05-18,650.6334838867188,669.2617172227509,644.8756934578628,663.8426273750064,62796089,RELIANCE
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,RELIANCE
2020-05-20,647.44970703125,653.3881649537279,629.0698124523583,636.7469251931129,55320985,RELIANCE
2020-05-21,650.8592529296875,659.981412669229,643.5208404585119,648.0367682176926,39167981,RELIANCE
2020-05-22,646.478759765625,658.4234038155449,644.1982199074185,655.6235549779989,37828973,RELIANCE
2020-05-26,643.0917358398438,654.6751018832726,639.5918505623428,653.9751248277724,33216635,RELIANCE
2020-05-27,652.8010864257812,656.61703698639,637.6501047337907,646.2303793438942,35667956,RELIANCE
2020-05-28,664.8585815429688,668.2455271815335,654.359044090917,657.0685886567666,40126278,RELIANCE
2020-05-29,661.3136596679688,664.7457577060809,656.007450356248,662.9393746004914,40022527,RELIANCE
2020-06-01,686.580322265625,694.7090163146383,666.5295595380629,668.3585186853417,39943702,RELIANCE
2020-06-02,693.51220703125,695.4541060723005,686.7834677262479,689.1317954741431,22153960,RELIANCE
2020-06-03,696.19921875,704.4859445214847,692.4509368094127,697.712053268636,25381289,RELIANCE
2020-06-04,713.4275512695312,717.8080227909754,695.9057249087699,697.2604674305974,34202350,RELIANCE
2020-06-05,714.2855224609375,730.6783659768879,710.6727564801458,720.291708575871,33076685,RELIANCE
2020-06-08,708.7760620117188,730.8590266524802,706.7439184964705,730.8590266524802,31414953,RELIANCE
2020-06-09,694.1669921875,714.872577617686,692.2928811427563,704.6213771422154,25857161,RELIANCE
2020-06-10,709.9728393554688,713.3146329578219,695.4766830422209,696.8540015463917,22132647,RELIANCE
2020-06-11,694.4154663085938,708.0761301554923,691.3897970340737,707.1955445300772,20385805,RELIANCE
2020-06-12,717.491943359375,719.3886307890996,676.0356131417713,677.3904154737256,38548899,RELIANCE
2020-06-15,729.1204223632812,734.7201801016447,704.9827364804711,706.7439674657269,53107403,RELIANCE
2020-06-16,730.5429077148438,744.474543171046,715.9112353938917,741.9682427707079,51187003,RELIANCE
2020-06-17,729.481689453125,738.5586972066078,723.4980791176175,726.2753520321108,41782053,RELIANCE
2020-06-18,747.7938232421875,751.9033224812283,725.0786672829803,725.7109163120687,40471557,RELIANCE
2020-06-19,794.53369140625,807.8105013724783,750.5484911968546,754.1611973181019,105804173,RELIANCE
2020-06-22,788.550048828125,814.7650268662464,783.5147529061562,800.8559685231744,60198705,RELIANCE
2020-06-23,777.1472778320312,796.4980604519991,774.9796184501552,790.2886307127717,37962078,RELIANCE
2020-06-24,780.285888671875,800.5398941664224,772.9926883895107,783.9212306484618,51586221,RELIANCE
2020-06-25,775.7926025390625,789.8371789860777,773.6023667469223,779.9021017250843,39679374,RELIANCE
2020-06-26,786.5179443359375,791.191964274281,775.3861571652835,780.7150021666101,30921913,RELIANCE
2020-06-29,778.1633911132812,785.6598351283517,774.7312935693344,780.3762026333931,25621946,RELIANCE
2020-06-30,769.5606079101562,786.2243641857787,765.6994455798191,784.418040909027,30276420,RELIANCE
2020-07-01,784.6890258789062,789.8372029771134,771.3444262157954,776.7409996637026,28464103,RELIANCE
2020-07-02,798.19775390625,801.4851428535685,786.7259244633,790.3307243392775,28789533,RELIANCE
2020-07-03,810.689697265625,813.0022452904714,801.6664242784979,807.0168938963399,29434266,RELIANCE
2020-07-06,839.6640625,842.4753051236336,812.5941809641026,818.4434654093601,47016185,RELIANCE
2020-07-07,826.8092651367188,845.3546275122593,819.032966945957,843.3822180562978,35189589,RELIANCE
2020-07-08,815.2694091796875,832.0236438535034,811.6419416064408,827.0812567649883,26204095,RELIANCE
2020-07-09,827.1719360351562,832.0463193953086,809.9415548565688,820.257139626406,36418942,RELIANCE
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,RELIANCE
2020-07-13,877.3895263671875,883.1480789947044,861.519399808991,863.0383906975433,69608392,RELIANCE
2020-07-14,869.2276611328125,880.4274142346037,855.7607559028243,876.9360143495126,67331128,RELIANCE
2020-07-15,836.1272583007812,897.2498214760561,815.2694681656544,878.7271275560773,139669773,RELIANCE
2020-07-16,835.855224609375,847.463061457531,821.8214999600007,837.4875551151266,60961724,RELIANCE
2020-07-17,866.8245849609375,870.5880602549773,833.4066658222266,836.5807150882681,49726765,RELIANCE
2020-07-20,870.5426635742188,876.0292010321696,861.3607145700907,869.5904907729887,36592938,RELIANCE
2020-07-21,893.9623413085938,896.4335647635958,878.0696081666921,879.2031842537095,42173371,RELIANCE
2020-07-22,908.6763305664062,911.3969015052352,889.0427280371777,899.1542423284164,59771457,RELIANCE
2020-07-23,933.0709228515625,943.0010338235651,902.9403911340319,908.6536081303097,58333751,RELIANCE
2020-07-24,973.1314697265625,980.771759562493,933.0708309814001,933.161502678431,120597372,RELIANCE
2020-07-27,977.6885375976562,997.0047292904097,964.8564523008031,987.9361194684092,80304827,RELIANCE
2020-07-28,987.4371948242188,994.8281373893102,975.1718690276076,977.6884283611794,55114422,RELIANCE
2020-07-29,950.6866455078125,989.7497164572247,938.806733983119,987.5279599955765,72663399,RELIANCE
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794463,951.7522658851112,72857444,RELIANCE
2020-07-31,937.2877807617188,965.3551702803413,930.803734578172,958.7804523943249,74958061,RELIANCE
2020-08-03,910.9434814453125,932.708168854675,908.268186395727,930.1236054784066,46715383,RELIANCE
2020-08-04,975.1492919921875,982.5855710982528,906.9759241686489,916.2032692730761,92041055,RELIANCE
2020-08-05,964.1988525390625,995.7349719814191,960.5033812650585,983.492374105097,74549993,RELIANCE
2020-08-06,967.6676025390625,982.9029063632007,955.7423553761497,978.0511909769217,49322975,RELIANCE
2020-08-07,973.2675170898438,978.41397565965,961.3649973579197,965.7178986420788,32984416,RELIANCE
2020-08-10,961.2062377929688,981.6786719644749,955.8784359553779,979.0034370833714,26958997,RELIANCE
2020-08-11,967.5316772460938,979.4115895703418,952.3643759054555,967.985095738823,46828306,RELIANCE
2020-08-12,964.7202758789062,972.6100326976989,955.2889203298892,961.7276301780031,30264617,RELIANCE
2020-08-13,962.203857421875,969.8441477839456,956.7399877786922,964.9017603707093,24830322,RELIANCE
2020-08-14,958.4630126953125,978.0512181796919,947.331262509623,962.4304992398274,33224635,RELIANCE
2020-08-17,948.2835083007812,954.4728113825545,938.6480809006554,954.4728113825545,30979066,RELIANCE
2020-08-18,960.6168823242188,967.7584184957974,944.2026651023108,945.4042450993711,30547672,RELIANCE
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354927,970.7963711289713,34087543,RELIANCE
2020-08-20,950.8680419921875,963.0426971858464,946.7644877423543,961.2742991196269,22537845,RELIANCE
2020-08-21,943.9758911132812,962.1811736813316,941.7767425366628,960.3674398053548,25280895,RELIANCE
2020-08-24,950.2786254882812,954.2461122540436,938.8294637469554,948.3062160685006,32717218,RELIANCE
2020-08-25,944.0891723632812,957.3293988551819,942.2301027513665,954.926179130093,19388008,RELIANCE
2020-08-26,969.11865234375,973.9477001185352,928.1738418761494,945.404223995661,59870421,RELIANCE
2020-08-27,957.0120239257812,974.8772272109728,953.6792992534803,973.9703303109421,28085062,RELIANCE
2020-08-28,959.5286254882812,967.1235800231681,955.0396565450244,961.2742956541758,27166900,RELIANCE
2020-08-31,943.4544067382812,985.7595292256586,934.2270624878475,985.7595292256586,62076132,RELIANCE
2020-09-01,946.4243774414062,962.362446519786,935.1565603111148,952.205597527122,38616258,RELIANCE
2020-09-02,964.9923706054688,969.4360033995823,945.4041656068121,948.5781547637196,26949439,RELIANCE
2020-09-03,957.6921997070312,969.7761228830589,953.5659776492615,964.9017393534515,18586429,RELIANCE
2020-09-04,941.89013671875,950.8227390952824,939.6003163077191,944.7467752348789,28475945,RELIANCE
2020-09-07,944.3386840820312,954.8129452561101,926.9268979889899,944.9508380351355,21926473,RELIANCE
2020-09-08,955.425048828125,961.7276915670202,943.3637335909106,948.578195976428,27397082,RELIANCE
2020-09-09,980.0237426757812,982.9483850808325,943.7945774670443,945.40430016704,55310877,RELIANCE
2020-09-10,1049.239990234375,1063.2737150092375,986.3716977544623,989.8858259136236,140304404,RELIANCE
2020-09-11,1051.84716796875,1060.0542764084548,1037.042733630043,1048.3331597240744,59470807,RELIANCE
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445,RELIANCE
2020-09-15,1051.439208984375,1054.5678626798037,1037.5188229090886,1048.3105552889465,27178393,RELIANCE
2020-09-16,1054.023681640625,1074.3373820752818,1047.675702726847,1051.9605405191994,33952295,RELIANCE
2020-09-17,1042.3251953125,1058.17259404091,1039.1964218842008,1051.9605029718427,25828669,RELIANCE
2020-09-18,1045.476318359375,1051.7109562350613,1032.258761329384,1049.3531326004477,33074915,RELIANCE
2020-09-21,1022.8729858398438,1059.2154272970997,1019.0187188937507,1042.8918823662696,33627381,RELIANCE
2020-09-22,1002.6045532226562,1032.4629482711289,998.2515919553894,1032.4629482711289,34792254,RELIANCE
2020-09-23,1011.5144653320312,1032.349647647501,999.9520239691242,1024.7546930361625,42988708,RELIANCE
2020-09-24,989.0243530273438,1009.3379933129081,986.689136840463,1001.1309446575593,29826318,RELIANCE
2020-09-25,998.319580078125,1003.3526989604931,982.7215890510984,992.561027630643,28374935,RELIANCE
2020-09-28,1004.9169921875,1014.7791583315967,1000.7454344947183,1009.7913754651387,19666849,RELIANCE
2020-09-29,1017.975830078125,1026.5682927534233,1004.9170066954657,1008.8845531281477,25842539,RELIANCE
2020-09-30,1013.1242065429688,1027.928640481229,1008.8845849148897,1024.7546512095244,24465159,RELIANCE
2020-10-01,1008.9979248046875,1026.4776536649397,1003.8968020817645,1026.4776536649397,20783227,RELIANCE
2020-10-05,1003.0806274414062,1019.8348626021702,1000.2693849664739,1017.4997065200467,18922799,RELIANCE
2020-10-06,1002.2418212890625,1012.9200933518428,998.296942586189,1008.9979425426255,18412175,RELIANCE
2020-10-07,1023.6211547851562,1046.9728362062017,1006.6174520301325,1013.4189091449191,53170865,RELIANCE
2020-10-08,1015.3458251953125,1028.3820400322443,1007.5695280889473,1024.3010941935845,21077808,RELIANCE
2020-10-09,1012.7160034179688,1021.5806008725526,1005.3023929613358,1013.4188289931045,18545499,RELIANCE
2020-10-12,1014.348388671875,1022.8275119437076,1009.4513972409951,1013.4188838080661,14226473,RELIANCE
2020-10-13,1034.1407470703125,1036.4305673579886,1009.2699549272937,1011.423767661742,23112012,RELIANCE
2020-10-14,1037.223876953125,1044.7054903876397,1028.6086275746695,1033.3243947858218,26742011,RELIANCE
2020-10-15,1000.4960327148438,1038.3575230267356,995.2815705789496,1038.3575230267356,20036197,RELIANCE
2020-10-16,986.57568359375,1012.2851869024872,985.1473645281419,1004.3502142447803,21583600,RELIANCE
2020-10-19,986.7570190429688,1010.5621766967382,977.2123240387696,993.0370533155368,31200385,RELIANCE
2020-10-20,977.5525512695312,994.3748516393613,975.8974927608745,988.0268126324809,18482288,RELIANCE
2020-10-21,963.3600463867188,993.9213260213652,951.1853919731954,983.0389831777511,34082321,RELIANCE
2020-10-22,955.35693359375,966.9421018379,948.1247264007278,964.6296137675083,30802210,RELIANCE
2020-10-23,958.1229248046875,968.0757029274415,950.5733065108839,954.9262077062731,23422125,RELIANCE
2020-10-26,920.057373046875,953.0898169372152,915.2509933655792,953.0898169372152,37324416,RELIANCE
2020-10-27,922.5059814453125,934.0004191107241,909.129746090359,922.6873248555474,36478896,RELIANCE
2020-10-28,912.0543212890625,933.0255097674074,910.2179195551136,925.8159103792913,29924017,RELIANCE
2020-10-29,919.0597534179688,925.9066057760115,902.781605556934,905.5021761803395,30655304,RELIANCE
2020-10-30,931.5745239257812,936.3809035347286,916.7473024873174,922.0524364064571,34021563,RELIANCE
2020-11-02,851.2944946289062,919.105110257612,842.9967150587656,919.105110257612,99366895,RELIANCE
2020-11-03,839.0292358398438,865.6003029117848,832.0917710410919,856.9851117444604,88691623,RELIANCE
2020-11-04,867.504638671875,874.6689020903103,832.953205081128,832.953205081128,80180117,RELIANCE
2020-11-05,886.4581298828125,889.1560327894556,876.0292050636682,886.4354619573483,37205373,RELIANCE
2020-11-06,920.0800170898438,924.9997362683603,896.955016187128,902.3282137896616,66674086,RELIANCE
2020-11-09,929.8514404296875,938.1492199552745,923.1859913130511,935.0205666821017,35838510,RELIANCE
2020-11-10,945.2000732421875,947.671296720315,925.5438649087239,941.7766770254419,36934242,RELIANCE
2020-11-11,905.5928344726562,949.9384288213167,896.9323084725518,947.217858238175,56724780,RELIANCE
2020-11-12,897.7938842773438,910.6940326424576,890.9924272689508,898.247362719015,40046527,RELIANCE
2020-11-13,905.2301025390625,923.4807196009718,898.5873814202945,898.7007210390979,45388670,RELIANCE
2020-11-14,907.9053344726562,913.7999541207884,904.7540133353837,913.6186107312715,5226220,RELIANCE
2020-11-17,903.8018188476562,945.4041769988106,900.0610116001939,945.4041769988106,46542562,RELIANCE
2020-11-18,901.05859375,909.8098520291383,888.7705994600573,903.8018324500739,30402290,RELIANCE
2020-11-19,894.6878051757812,911.6007742263723,892.4433209997255,901.0585109693924,27796343,RELIANCE
2020-11-20,861.2926635742188,899.5169003772073,859.2521905953536,895.5266860839987,57471248,RELIANCE
2020-11-23,884.5084228515625,893.2596216864068,873.4220078266853,884.6444304096374,45327567,RELIANCE
2020-11-24,890.5615844726562,895.0732207523068,876.0291071206386,890.5389165497263,30936268,RELIANCE
2020-11-25,883.193359375,903.6657931642695,880.654192057057,897.7938413094128,32637879,RELIANCE
2020-11-26,885.369873046875,890.9924179780169,875.1450197156285,885.5739443403047,25838637,RELIANCE
2020-11-27,875.0316162109375,886.956863707273,871.2228051404243,879.8833317328676,47336811,RELIANCE
2020-12-01,886.4127807617188,891.5592393178523,875.1450229329691,879.8153351253683,19750687,RELIANCE
2020-12-02,887.8864135742188,889.6321436054803,877.3894853981996,888.0450890461269,22188887,RELIANCE
2020-12-03,890.5615844726562,898.292605520803,888.1130290198768,894.1663838990108,27785372,RELIANCE
2020-12-04,882.71728515625,892.8061306985533,879.6566356036066,892.8061306985533,18464552,RELIANCE
2020-12-07,887.9090576171875,890.9923750186222,879.9286890581647,879.9286890581647,18242188,RELIANCE
2020-12-08,904.028564453125,913.3239128258733,884.1909519390108,889.2467387240156,43403061,RELIANCE
2020-12-09,919.0824584960938,922.1885038844979,906.5224492987908,911.3741647568241,29175254,RELIANCE
2020-12-10,910.0364990234375,919.7852655926706,907.3159283447815,916.6566123106188,16065507,RELIANCE
2020-12-11,909.4924926757812,924.0929759507371,895.1866924423914,912.7571538037538,26944202,RELIANCE
2020-12-14,902.9176635742188,913.6639990942831,900.6731791916262,910.4672819578382,17312747,RELIANCE
2020-12-15,895.2321166992188,902.1922497115759,889.2240965886848,902.1922497115759,18551265,RELIANCE
2020-12-16,896.2295532226562,904.5727289498443,891.3098338764274,901.4213476389596,18561011,RELIANCE
2020-12-17,900.3331298828125,909.1297243018021,896.5016507528353,899.8343755485606,20252358,RELIANCE
2020-12-18,903.031005859375,909.0843613071538,890.9924186751066,897.8392714360722,18466344,RELIANCE
2020-12-21,879.5205688476562,916.8379694209409,841.2283275836958,911.3968279822237,44135540,RELIANCE
2020-12-22,878.1603393554688,888.2265172786522,856.2822534289644,883.7375484737753,28140001,RELIANCE
2020-12-23,881.4024047851562,884.8484691755272,870.8827482738318,875.1223699613015,19501410,RELIANCE
2020-12-24,904.2099609375,906.3183777688924,882.3318755488342,882.8306298588741,20776988,RELIANCE
2020-12-28,908.35888671875,915.0243362502358,904.7314189530317,909.900545527166,17221499,RELIANCE
2020-12-29,902.3508911132812,912.4397367118075,898.9501027379986,910.943413813905,18611939,RELIANCE
2020-12-30,904.8220825195312,910.1272165991579,895.7761410801606,904.7087428928894,22043630,RELIANCE
2020-12-31,900.1971435546875,912.2583993085362,897.1591616899547,903.9152831436563,18781189,RELIANCE
2021-01-01,901.1947021484375,905.5022677403856,898.7008105101149,901.4213814086115,10015175,RELIANCE
2021-01-04,902.713623046875,906.3636985650919,892.3527025549105,904.6406964491767,24513534,RELIANCE
2021-01-05,891.4911499023438,899.4261822629604,886.9114498823324,892.806069337439,24123091,RELIANCE
2021-01-06,867.9807739257812,891.4457932255564,863.854552119663,891.4004573776713,46401468,RELIANCE
2021-01-07,866.5751342773438,881.9237776804218,863.854563591743,870.8146957594764,32325918,RELIANCE
2021-01-08,876.800048828125,878.9311936650147,867.0059456976594,869.6811807226603,27540187,RELIANCE
2021-01-11,860.2724609375,879.1125050229124,858.1186482532938,879.1125050229124,33307825,RELIANCE
2021-01-12,887.3876953125,888.7252828199374,861.4740587259083,862.87970997784,41161546,RELIANCE
2021-01-13,879.112548828125,895.5040980209848,869.8852636562669,890.3349713085404,26619458,RELIANCE
2021-01-14,888.997314453125,891.8539526683576,879.225879879633,881.9237826562116,21553242,RELIANCE
2021-01-15,878.5003662109375,894.9825854452455,870.6106693815333,888.9972940596249,20593268,RELIANCE
2021-01-18,899.5849609375,905.5022489944743,872.1070575050039,883.7828981720585,35100458,RELIANCE
2021-01-19,914.298828125,920.9188817318542,904.4366615381475,904.4366615381475,32006615,RELIANCE
2021-01-20,931.6651611328125,933.1614839760485,907.4972564349495,916.5659251576317,30924537,RELIANCE
2021-01-21,951.93359375,961.2742782497206,940.8699070414725,944.0438963533106,39087742,RELIANCE
2021-01-22,929.3527221679688,959.165840987856,922.8006124178714,957.1933717044934,30532660,RELIANCE
2021-01-25,880.110107421875,922.7099765082173,876.0292211149126,922.7099765082173,54207104,RELIANCE
2021-01-27,859.252197265625,872.8551706594984,856.0782081201552,872.8551706594984,42370131,RELIANCE
2021-01-28,850.8864135742188,872.084340959147,847.9164357485394,852.5187439949068,34067814,RELIANCE
2021-01-29,835.1976928710938,867.4593064405973,829.7791594362084,858.9347876285253,43712383,RELIANCE
2021-02-01,859.3882446289062,863.7864814872391,837.9409106033642,843.1100367737496,34180952,RELIANCE
2021-02-02,873.2178955078125,879.6566053024357,841.092290337818,867.9807655747403,41470034,RELIANCE
2021-02-03,875.4171752929688,885.097879377404,861.5194571782569,874.3516028138517,30301696,RELIANCE
2021-02-04,872.5377197265625,879.6565870210757,863.7864621175551,872.4016522189917,25626981,RELIANCE
2021-02-05,872.288330078125,881.7650813571979,870.5879959278572,875.1449682096818,20248046,RELIANCE
2021-02-08,884.848388671875,892.8060891318694,874.6915398289318,876.5052135771294,21183400,RELIANCE
2021-02-09,886.9796142578125,902.1469161459931,885.233944002577,889.6095735403137,19604141,RELIANCE
