Date,Close,High,Low,Open,Volume,Symbol,Dividends,Stock Splits
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,
2020-03-18,459.1065673828125,496.65656374689837,453.6931931805577,488.06388963363025,15390183,INFY,,
2020-03-19,468.7733154296875,479.47120495405665,437.581919575006,437.581919575006,16583991,INFY,,
2020-03-20,502.84326171875,530.5546336465629,470.87850593616946,472.16740695606774,21354894,INFY,,
2020-03-23,452.3612976074219,482.0060205736713,443.29603774017926,464.00435947172974,17146150,INFY,,
2020-03-24,506.7958068847656,516.5485215110975,448.5374985913173,448.5374985913173,20027097,INFY,,
2020-03-25,520.8878784179688,545.6347676259147,486.0875507189931,512.982608303419,18339548,INFY,,
2020-03-26,552.5089111328125,559.2541389141585,525.9575287953459,528.4494251114769,14843813,INFY,,
2020-03-27,560.8438110351562,579.9195567351105,551.8644567193235,571.455741852175,13495283,INFY,,
2020-03-30,538.5028076171875,570.1238326064855,533.6908794466455,537.1279485203846,14624804,INFY,,
2020-03-31,551.219970703125,568.8349502813231,544.5176962795475,558.5237427233535,15175521,INFY,,
2020-04-01,517.96630859375,547.7828938542112,510.4047669794533,545.0761809299029,13083824,INFY,,
2020-04-03,503.27294921875,520.7160677312023,500.2225603011783,518.5678991349515,10221655,INFY,,
2020-04-07,549.0718383789062,553.5829919806109,526.6449814514958,528.4494219139708,15145605,INFY,,
2020-04-08,542.7132568359375,563.3786793044334,538.2021030858991,541.3384500046095,11806896,INFY,,
2020-04-09,546.7088012695312,560.9296641179702,543.1428211160517,555.774060491067,11931114,INFY,,
2020-04-13,547.697021484375,559.9845339121814,537.9443057438538,540.4791548766551,8330276,INFY,,
2020-04-15,549.1148071289062,561.3593672588752,546.1503241872838,559.7267907088572,11963447,INFY,,
2020-04-16,536.0538940429688,545.5488398400219,518.5678251427089,532.7027829782867,17783287,INFY,,
2020-04-17,540.2643432617188,555.0867049655194,537.9013580625622,553.3681702752236,8878320,INFY,,
2020-04-20,561.3593139648438,567.9756826328771,549.0718021216468,549.9310694176118,13322913,INFY,,
2020-04-21,544.0880126953125,555.5162562007505,539.4479487418822,539.4479487418822,11660575,INFY,,
2020-04-22,551.5206298828125,554.2273425338553,539.6627530432827,544.0880000897794,8266728,INFY,,
2020-04-23,583.7003784179688,587.4382233576014,548.2985483749534,555.9890026749198,14451289,INFY,,
2020-04-24,565.3978881835938,580.0054324071821,562.6482223112272,574.4631477861883,7319940,INFY,,
2020-04-27,571.0690307617188,585.1610355625768,568.0186423136012,568.0186423136012,7183306,INFY,,
2020-04-28,567.7179565429688,581.7240040539833,561.1445402456878,578.2869346061016,7296571,INFY,,
2020-04-29,581.3372802734375,586.0202975390621,565.3978823763971,572.2720207639521,8639056,INFY,,
2020-04-30,614.8057250976562,618.6724277712265,599.854453781647,601.487082555359,16253821,INFY,,
2020-05-04,578.888427734375,602.5182800042948,576.0098506269107,592.722611176012,9122740,INFY,,
2020-05-05,578.888427734375,589.1136777947754,575.7091280307733,585.8055194551935,6393053,INFY,,
2020-05-06,572.18603515625,585.5476292931716,570.5963594086796,581.6379741199961,7934250,INFY,,
2020-05-07,571.3698120117188,579.4468933112533,569.2216437226646,571.8853514228857,4779548,INFY,,
2020-05-08,579.3179931640625,585.0750942552445,574.4201593269222,577.6424115295788,8400321,INFY,,
2020-05-11,586.793701171875,600.2412038897027,582.5832701293116,586.4499732496389,7370186,INFY,,
2020-05-12,590.8751831054688,593.7537075982532,580.4350643742691,583.0128662885886,7356039,INFY,,
2020-05-13,596.4603881835938,601.4011749176295,587.52398772122,597.0188804340474,8287101,INFY,,
2020-05-14,565.5267944335938,577.2128087345696,560.7578189625167,566.2571506603371,16888262,INFY,,
2020-05-15,560.5000610351562,571.2409025100194,555.6881850326236,571.2409025100194,9255353,INFY,,
2020-05-18,570.4676513671875,576.1817481452235,561.1016156710401,566.9875764192433,10435442,INFY,,
2020-05-19,574.506103515625,579.8335713362592,562.8200890569237,570.5534948607593,5902208,INFY,,
2020-05-20,575.3224487304688,578.2869316029753,566.8157333584487,574.4202284941887,5794636,INFY,,
2020-05-21,577.5994873046875,583.8291752054804,571.7564801764948,572.7016532246166,7213225,INFY,,
2020-05-22,594.913818359375,597.9212545371486,578.7166473515757,580.0055485706216,11867731,INFY,,
2020-05-26,584.7743530273438,601.0145260450187,583.4424991957494,595.4722414472081,7099606,INFY,,
2020-05-27,606.1700439453125,609.392295877357,580.0053477680099,589.5002396386664,8774636,INFY,,
2020-05-28,607.8458251953125,610.0798996241773,592.8945503389892,607.5020972313991,9440091,INFY,,
2020-05-29,601.8360595703125,610.3714952246648,587.8570994987178,603.1425054304507,28290128,INFY,,
2020-06-01,609.2827758789062,615.4666513657602,602.271527227805,608.5860154019216,12276438,INFY,,
2020-06-02,616.7294921875,619.821456439015,607.5408340340267,610.110188070346,7059304,INFY,,
2020-06-03,611.0247192382812,620.0392275848711,606.1908801790817,618.9940602630236,11378568,INFY,,
2020-06-04,616.4247436523438,617.9053930185396,607.4973630484067,611.4167008745254,10782424,INFY,,
2020-06-05,612.7666015625,619.8649781519487,610.1972475918731,615.7714374549481,7718679,INFY,,
2020-06-08,627.8342895507812,632.1455713743576,613.1585694852488,616.3376089004659,10719105,INFY,,
2020-06-09,625.0036010742188,635.4551666651549,622.7826540180271,627.0939354561706,10078029,INFY,,
2020-06-10,623.4794921875,626.6149941514957,617.6876140957919,622.7391941295748,7263049,INFY,,
2020-06-11,613.1150512695312,621.3456707998107,609.8924741906567,620.1263000696146,8825715,INFY,,
2020-06-12,602.7506103515625,605.4506305790543,588.3361671473426,588.5974457088618,9795316,INFY,,
2020-06-15,598.8312377929688,613.5070118687655,596.828031391361,603.5780018303001,7857344,INFY,,
2020-06-16,610.7198486328125,620.1262473711666,608.9343834120114,611.4166090653918,10131760,INFY,,
2020-06-17,612.853759765625,618.6456377129897,607.9327925450111,609.5876451924963,7291916,INFY,,
2020-06-18,621.78125,624.1328103826534,614.9006128138086,616.816744335482,6670195,INFY,,
2020-06-19,614.5086669921875,620.0393205346618,610.5457912472185,617.513503558171,22438862,INFY,,
2020-06-22,612.8972778320312,617.2520971243443,609.6747009238366,615.858523055155,7804096,INFY,,
2020-06-23,627.66015625,631.0133460036435,602.7940943595893,605.9295962974941,12157390,INFY,,
2020-06-24,621.9989624023438,633.0166251162294,617.8618833987615,624.3941134044177,10220838,INFY,,
2020-06-25,610.1102905273438,614.5521857256574,604.0135424421312,613.8989627165274,14945284,INFY,,
2020-06-26,651.6552734375,654.6165191327829,618.3844381074404,618.5586415387919,26030458,INFY,,
2020-06-29,637.3277587890625,648.6067505980112,635.8906472594941,640.5067979135447,8954428,INFY,,
2020-06-30,640.9859619140625,643.5988538956462,630.7956725540013,638.2424040696302,10411290,INFY,,
2020-07-01,637.4585571289062,646.5165506096668,635.5859633113594,642.1181931501195,5477468,INFY,,
2020-07-02,658.9713134765625,666.6793764486785,640.5069199791261,642.205257180301,17263756,INFY,,
2020-07-03,664.2841796875,665.4164221299212,655.40033724184,657.5777470001185,7796572,INFY,,
2020-07-06,665.4163818359375,674.9969841922141,663.238972209511,666.4615490885051,8810958,INFY,,
2020-07-07,691.6760864257812,694.114775009981,666.7664839658335,670.1197272836043,19362533,INFY,,
2020-07-08,674.7357788085938,683.6196216792831,672.5583689461415,683.6196216792831,8476642,INFY,,
2020-07-09,680.8323974609375,688.0613862030879,674.9969295030293,679.3517484030488,6854166,INFY,,
2020-07-10,680.9630126953125,687.9743136782615,673.6904863686716,673.6904863686716,5206452,INFY,,
2020-07-13,694.201904296875,701.4308954765554,684.6212994863657,686.3196900619326,10804688,INFY,,
2020-07-14,682.1824951171875,702.3453312701514,680.5276423938313,690.6308558322335,8961822,INFY,,
2020-07-15,723.7274780273438,738.9693465867283,692.2421111394763,695.9001702256123,30060599,INFY,,
2020-07-16,793.4480590820312,832.2059500031623,778.8594147465493,783.9545319521908,90432109,INFY,,
2020-07-17,786.611083984375,801.1997296141931,777.030480884196,793.4481294784624,31682878,INFY,,
2020-07-20,813.7416381835938,823.0609634278358,789.7465910986139,791.2707780679247,18421053,INFY,,
2020-07-21,815.87548828125,827.154482177871,809.2997210251989,823.0609409402522,12877784,INFY,,
2020-07-22,799.4577026367188,817.8350177679525,792.5770672724567,817.7914802093255,14354201,INFY,,
2020-07-23,790.791748046875,797.6287939549853,784.4337216908973,797.4981812549976,13051307,INFY,,
2020-07-24,803.76904296875,806.2948596340178,786.6981711741039,786.6981711741039,18209580,INFY,,
2020-07-27,826.0657348632812,829.8544066254051,800.1110208580247,802.6367843129677,16827870,INFY,,
2020-07-28,838.6076049804688,842.7011461138305,819.7512676512282,823.9318839144705,15818463,INFY,,
2020-07-29,831.0300903320312,836.1252070487208,821.8413801645415,830.2462016866594,11152710,INFY,,
2020-07-30,837.3883056640625,847.1431125977414,835.0366923522814,837.8673252077128,12492320,INFY,,
2020-07-31,841.35107421875,859.1622954797979,830.2898227560408,844.1817067148276,12704346,INFY,,
2020-08-03,833.4253540039062,840.8285469480918,825.1947347458402,836.125320755078,8479792,INFY,,
2020-08-04,827.2850341796875,845.4446632812084,819.1850805902475,836.5172833598572,11133170,INFY,,
2020-08-05,822.799560546875,836.9527231234798,817.225370637554,829.1575860263284,9614176,INFY,,
2020-08-06,845.5751953125,848.6671593715186,820.8833925149403,830.4639944434966,10976491,INFY,,
2020-08-07,828.1996459960938,844.356016727954,826.5447932179795,844.356016727954,8010948,INFY,,
2020-08-10,828.59130859375,833.3380714700455,823.3219887524742,826.4574900205752,5716319,INFY,,
2020-08-11,826.0657348632812,837.8672852660703,824.0189377697347,827.328643170462,6802442,INFY,,
2020-08-12,831.7269897460938,835.0801795086522,820.6221999835866,825.6737799887651,6908726,INFY,,
2020-08-13,828.4609375,843.5286035237278,825.8915831609447,831.5963865229483,5097703,INFY,,
2020-08-14,830.55126953125,838.7383525960615,829.2012859299846,832.5109385793716,4663873,INFY,,
2020-08-17,833.947998046875,846.9689199798568,830.9866992965691,830.9866992965691,9008210,INFY,,
2020-08-18,842.7010498046875,844.138161399413,834.9930411114858,839.5220636954849,6141761,INFY,,
2020-08-19,835.515625,846.1849323454503,833.9043631136369,845.6188377288921,6622744,INFY,,
2020-08-20,831.901123046875,840.9155774188267,828.5478804075061,835.1672374076421,5656501,INFY,,
2020-08-21,826.3704833984375,839.1301249589403,824.410814752181,838.7817181580623,6513773,INFY,,
2020-08-24,825.1511840820312,829.1575965832683,818.009269782099,824.8027772734822,5798574,INFY,,
2020-08-25,817.05126953125,826.2399818358764,813.1319317116385,825.2383520182071,6233918,INFY,,
2020-08-26,828.1124267578125,831.1172627041618,817.3125067985687,819.7947325337095,5153601,INFY,,
2020-08-27,824.8463134765625,836.9527324016003,823.2350515983608,836.1253061022203,6154280,INFY,,
2020-08-28,814.5689697265625,829.5930966742055,812.6528385564291,828.6785952310149,7593610,INFY,,
2020-08-31,808.7769775390625,827.8511063558988,796.5834841261402,814.5689081739656,12808355,INFY,,
2020-09-01,796.191650390625,814.3512259843709,794.4061319130727,806.7302920513621,6907773,INFY,,
2020-09-02,804.7706298828125,806.8609644709502,795.6255090886897,796.9319549164215,5678118,INFY,,
2020-09-03,814.8303833007812,826.8932669477779,804.7707594396705,806.9481695030895,8827948,INFY,,
2020-09-04,800.5465087890625,809.5609641024442,796.4529677308403,796.9319872552302,8650342,INFY,,
2020-09-07,805.68505859375,807.8624681100616,795.2334929154541,800.3286630792705,6700385,INFY,,
2020-09-08,818.096435546875,829.1576884511645,806.1206811180898,809.9529437990697,12891964,INFY,,
2020-09-09,808.0367431640625,823.9318340427951,806.5125563674717,814.3512313213672,5528947,INFY,,
2020-09-10,818.7496337890625,820.4480240886459,805.4674338237209,814.6125551113331,5171884,INFY,,
2020-09-11,823.670654296875,831.0303106292663,810.8674730380734,814.2642538559227,6671903,INFY,,
2020-09-14,852.151123046875,863.1687847709663,825.9350770836934,833.5124738414082,21871587,INFY,,
2020-09-15,855.6784057617188,865.7380271352815,846.2720072456525,853.1090518903503,11608203,INFY,,
2020-09-16,872.4880981445312,875.8848786623677,855.286560896361,858.77041654156,10059251,INFY,,
2020-09-17,880.5444946289062,889.2541335470952,866.6090723598038,866.6090723598038,15628241,INFY,,
2020-09-18,872.8365478515625,887.3380657914502,870.1800652640618,880.5445575814597,12897633,INFY,,
2020-09-21,879.58642578125,897.963742011611,871.3993442120434,871.8348261431838,14140637,INFY,,
2020-09-22,877.49609375,890.5605517214641,863.2993933862256,878.8025395471465,12625762,INFY,,
2020-09-23,888.1654663085938,903.1895940789525,878.0187152752794,888.5138731438482,13486204,INFY,,
2020-09-24,849.5382080078125,878.8025737387143,844.8349816913309,873.5767903468092,14427432,INFY,,
2020-09-25,880.9365234375,883.94135978413,849.1898759063474,849.8866364546939,13311078,INFY,,
2020-09-28,880.0219116210938,885.0299538514527,869.65742035015,883.8541207365016,8554526,INFY,,
2020-09-29,878.8025512695312,895.350864920791,874.5348070114925,886.64122615697,8708463,INFY,,
2020-09-30,878.1493530273438,891.8234969024996,875.3187203495963,878.8025759529778,8048817,INFY,,
2020-10-01,886.33642578125,894.0444349601498,881.1977175557054,888.9057267346052,5563358,INFY,,
2020-10-05,913.379638671875,918.7796776929126,886.6846317301389,886.6846317301389,14212509,INFY,,
2020-10-06,919.5201416015625,923.2217381933755,898.2686010812685,918.8669186735955,9090819,INFY,,
2020-10-07,928.926513671875,933.673224008942,901.883044273563,910.0701255239738,9284008,INFY,,
2020-10-08,952.5731811523438,978.9634300230256,947.957136243359,949.3506572287348,21482613,INFY,,
2020-10-09,963.9827880859375,969.6440528547571,948.0005171065945,953.7924477107673,10567867,INFY,,
2020-10-12,986.0181274414062,992.8987629395774,968.5988508986067,978.0923778781978,14633537,INFY,,
2020-10-13,1008.4020385742188,1015.5874906966795,989.0230919409153,989.0230919409153,17523825,INFY,,
2020-10-14,990.285888671875,1014.5858011352408,985.1471807386598,1012.0599847288644,16649573,INFY,,
2020-10-15,965.2457885742188,1032.9632350543861,951.5281064898119,1027.7374514031835,44288251,INFY,,
2020-10-16,982.0117797851562,989.3713820817334,955.3603061829134,970.1231014978265,18365685,INFY,,
2020-10-19,980.6182861328125,992.0278920737566,971.3860899637599,988.5440364387301,12902123,INFY,,
2020-10-20,990.7216186523438,996.9925173593484,966.7701069926168,974.5217083935357,10448776,INFY,,
2020-10-21,1000.17138671875,1005.3971701888551,988.5440397615337,993.9004890821587,19811433,INFY,,
2020-10-22,983.3618774414062,1008.5762409373028,978.7893167635817,994.6408179191708,11271335,INFY,,
2020-10-23,988.15966796875,999.1636731799833,986.0909364812358,997.4030323461859,9069862,INFY,,
2020-10-26,979.3123168945312,994.4098321814356,971.1254022287984,987.9394991901848,6309368,INFY,,
2020-10-27,960.29736328125,976.8913791938127,948.2370183375131,973.3700980469146,10172479,INFY,,
2020-10-28,947.7088623046875,972.5338517896048,941.9867803525423,964.390889011552,7608392,INFY,,
2020-10-29,946.212158203125,952.5064692099676,933.2274350784974,941.9426266678977,6935616,INFY,,
2020-10-30,933.6676635742188,953.9150299296095,926.4050212945677,943.7033362164763,8800386,INFY,,
2020-11-02,943.9673461914062,950.7017094155289,925.3044944090514,937.5409660687122,7183119,INFY,,
2020-11-03,935.3843994140625,950.2177753204271,930.9387388117058,943.7033834573509,7204782,INFY,,
2020-11-04,963.026123046875,982.4372240878286,939.1255184833899,940.1818596109326,15702690,INFY,,
2020-11-05,971.8736572265625,988.5997437186863,967.4720555181088,977.0675687347336,9568890,INFY,,
2020-11-06,979.576416015625,986.9270690448684,961.045630674795,975.3948945812739,8807127,INFY,,
2020-11-09,1000.5280151367188,1008.8469984484382,986.9710619027226,994.1456933751558,10160320,INFY,,
2020-11-10,960.4734497070312,980.544686887823,948.9852274845427,980.544686887823,15622869,INFY,,
2020-11-11,988.15966796875,991.5488800816122,956.9082931688474,964.8311769209354,12514800,INFY,,
2020-11-12,983.9779052734375,1005.3256701608282,980.45662446727,993.0891978672036,9180976,INFY,,
2020-11-13,989.6561889648438,997.4030517688035,983.3179248241426,985.9588861262664,6363212,INFY,,
2020-11-14,997.799072265625,1003.2571229917621,995.7303409051702,1000.9242525380654,1136144,INFY,,
2020-11-17,989.2157592773438,1007.966622398931,979.4882856076251,1007.7465423503724,12813968,INFY,,
2020-11-18,977.639892578125,997.1389040551944,969.628890728641,993.4416012485015,9839468,INFY,,
2020-11-19,965.4912109375,981.2929160600918,962.8943092469232,968.3522516811032,10092343,INFY,,
2020-11-20,971.3015747070312,976.2754068835333,960.5176488870824,973.6344454582397,8063554,INFY,,
2020-11-23,1003.4330444335938,1007.7906942734546,970.0688845033706,972.7539043277586,10546363,INFY,,
2020-11-24,1003.6093139648438,1016.6820503991056,997.7111028143614,1007.9668569559357,8515426,INFY,,
2020-11-25,982.1292724609375,1006.6461690339797,978.2558420105029,1000.9240876183953,8958701,INFY,,
2020-11-26,979.9724731445312,985.9146349158843,966.8557872032092,985.9146349158843,10962256,INFY,,
2020-11-27,968.3522338867188,986.8389583518288,960.4293519731001,984.1979977139559,25306145,INFY,,
2020-12-01,1001.6724243164062,1003.7852145126838,972.797983170525,972.797983170525,8933802,INFY,,
2020-12-02,1004.3573608398438,1010.1233938062726,986.8389669635521,998.2831298275363,6741637,INFY,,
2020-12-03,991.6365356445312,1009.7271567201041,988.3353352629267,1009.7271567201041,16212632,INFY,,
2020-12-04,998.8555297851562,1000.9242611634382,981.5572130142775,990.3604167184415,10564055,INFY,,
2020-12-07,1006.646240234375,1015.0092828948267,1000.0438381340183,1009.9915002829443,7792141,INFY,,
2020-12-08,1015.3173828125,1027.3337762375502,1007.9667298988817,1007.9667298988817,12308330,INFY,,
2020-12-09,1034.552490234375,1038.3379109356183,1018.5307019521072,1028.258285348404,10039346,INFY,,
2020-12-10,1027.994140625,1031.427411655572,1012.368453623421,1018.8828460345864,9488782,INFY,,
2020-12-11,1023.9885864257812,1031.6913894754193,1016.9900826393592,1020.9074652059261,10574009,INFY,,
2020-12-14,1025.1771240234375,1032.2636384849482,1010.7838000872065,1029.4466563014007,6728187,INFY,,
2020-12-15,1016.4177856445312,1024.4286787937226,1014.1289743820441,1017.6502555430928,6905926,INFY,,
2020-12-16,1026.1893310546875,1029.0064204921753,1015.5374769134664,1021.171548327468,7788404,INFY,,
2020-12-17,1020.4674072265625,1029.0065799390493,1017.8264459164927,1026.3656186289795,6658153,INFY,,
2020-12-18,1047.4051513671875,1051.9827740102896,1034.9045384462956,1041.2868607153957,15995676,INFY,,
2020-12-21,1036.401123046875,1064.9674735459034,1014.1730356676362,1045.8205071895295,10858352,INFY,,
2020-12-22,1074.430908203125,1077.3799596666704,1035.3446660438115,1040.5385772192492,10901851,INFY,,
2020-12-23,1103.085205078125,1108.1909974629248,1083.278001736591,1089.8363438586277,15878346,INFY,,
2020-12-24,1088.1199951171875,1100.3124102877798,1079.272732749329,1100.3124102877798,7313885,INFY,,
2020-12-28,1091.861328125,1098.639751556463,1088.075907791497,1090.2326495757873,4607051,INFY,,
2020-12-29,1100.6644287109375,1104.3176717038261,1087.1954861811491,1087.1954861811491,6878105,INFY,,
2020-12-30,1097.5833740234375,1103.305455874379,1089.968582068067,1103.041316804562,5194690,INFY,,
2020-12-31,1105.50634765625,1107.7951590929808,1090.7169226695585,1094.2382040986772,7430470,INFY,,
2021-01-01,1109.5997314453125,1114.0453921542232,1105.5063278261723,1107.3549790511033,4253550,INFY,,
2021-01-04,1134.072509765625,1135.6130701320833,1110.2158535829499,1117.1263457345842,7208454,INFY,,
2021-01-05,1138.95849609375,1143.5361188661745,1122.4524897590766,1128.5706731227374,8145280,INFY,,
2021-01-06,1128.65869140625,1146.1770877418114,1116.2902550512151,1144.416447054036,7161715,INFY,,
2021-01-07,1111.096435546875,1142.3478103430095,1105.242283283007,1140.895260163104,10954918,INFY,,
2021-01-08,1155.0682373046875,1159.205807166795,1125.2694168181652,1125.2694168181652,13186251,INFY,,
2021-01-11,1211.49658203125,1217.7908927756303,1179.6290346758822,1181.4776855514658,20528626,INFY,,
2021-01-12,1207.579345703125,1213.0813474604747,1197.2355823993075,1213.0813474604747,8309868,INFY,,
2021-01-13,1221.1363525390625,1226.1101838358318,1197.2356343753304,1209.4280493067367,14442997,INFY,,
2021-01-14,1206.47900390625,1218.3633282789128,1160.6582880628148,1197.2356405052901,27521697,INFY,,
2021-01-15,1183.98681640625,1201.153063298787,1179.6292736409982,1197.235680710267,15018441,INFY,,
2021-01-18,1155.024169921875,1179.629076709147,1149.6981896881687,1177.8684362961483,8861765,INFY,,
2021-01-19,1159.0738525390625,1171.7064285295091,1154.98034127026,1162.022904326786,5585744,INFY,,
2021-01-20,1179.14501953125,1187.023950937931,1162.5070513124583,1162.5070513124583,8225838,INFY,,
2021-01-21,1179.365234375,1198.1601614810786,1175.2277713479089,1188.4325777675483,6142421,INFY,,
2021-01-22,1180.37744140625,1193.7143153151292,1167.78892571395,1168.1850268607495,9646591,INFY,,
2021-01-25,1166.5123291015625,1186.5836735677526,1155.8604756845532,1184.0307233783124,6542611,INFY,,
2021-01-27,1145.296875,1168.669425310491,1131.2997587249426,1161.6708134424678,8133665,INFY,,
2021-01-28,1123.4647216796875,1141.291207719844,1120.251638559747,1137.1978043016243,4660690,INFY,,
2021-01-29,1090.7608642578125,1136.6255284428273,1083.6742431601515,1132.311937664293,12183519,INFY,,
2021-02-01,1109.995849609375,1125.005245731887,1092.4774547493232,1100.8845563097436,8880279,INFY,,
2021-02-02,1119.107177734375,1139.4866141052723,1112.3727059690884,1126.8099803343166,6892490,INFY,,
2021-02-03,1130.903564453125,1147.9377418137635,1120.647810835062,1124.7413219740633,8182968,INFY,,
2021-02-04,1126.2379150390625,1138.6064600035766,1119.8116404085486,1131.2117469360767,5032240,INFY,,
2021-02-05,1119.85546875,1134.5128237163976,1110.9642549215084,1132.444092435958,5477481,INFY,,
2021-02-08,1147.5416259765625,1153.2196492039,1122.8485973737208,1131.6518008027583,6921922,INFY,,
2021-02-09,1149.3021240234375,1172.5865512190387,1142.523593747769,1150.490534846669,7965949,INFY,,
2021-02-10,1141.335205078125,1148.2456975542023,1129.9790523514478,1140.7190238869975,5951207,INFY,,
2021-02-11,1137.9461669921875,1140.8952187892994,1129.4951127896488,1134.7329760952214,4673317,INFY,,
2021-02-12,1153.04345703125,1165.3238810081975,1145.7808152799241,1148.8178770279114,5797875,INFY,,
2021-02-15,1152.9114990234375,1169.4175046002792,1150.6666392805976,1162.0227926096593,4363513,INFY,,
